Device ID - Session,Description,Radio Comms Up,Radio Comms Up (time),Time Synchronized,Time Synchronized (time),Network Data Overage Alarm,Network Data Overage Alarm (time),Local Port Connected,Local Port Connected (time),Session 0 online,Session 0 online (time),Session 1 online,Session 1 online (time),Thread(s) at Critical Stack Usage,Thread(s) at Critical Stack Usage (time),User Configuration Issue,User Configuration Issue (time),AC Outage,AC Outage (time),Battery Fuse Status,Battery Fuse Status (time),Programmable Logic Point 1,Programmable Logic Point 1 (time),Programmable Logic Point 2,Programmable Logic Point 2 (time),Programmable Logic Point 3,Programmable Logic Point 3 (time),Programmable Logic Point 4,Programmable Logic Point 4 (time),Programmable Logic Point 5,Programmable Logic Point 5 (time),Programmable Logic Point 6,Programmable Logic Point 6 (time),Programmable Logic Point 7,Programmable Logic Point 7 (time),Programmable Logic Point 8,Programmable Logic Point 8 (time),Programmable Logic Point 9,Programmable Logic Point 9 (time),Programmable Logic Point 10,Programmable Logic Point 10 (time),CommLost Status,CommLost Status (time),Unit ID,Unit ID (time),Primary Radio ID,Primary Radio ID (time),RTM FW Version Number,RTM FW Version Number (time),Average Radio RX Signal,Average Radio RX Signal (time),Average Radio TX Signal,Average Radio TX Signal (time),RF Comms State,RF Comms State (time),Recent Highest Transmit Count,Recent Highest Transmit Count (time),Last Radio Received SSI Value,Last Radio Received SSI Value (time),Last Base Station Received SSI Value,Last Base Station Received SSI Value (time),Today's Since Reset IED TX/RX (KB),Today's Since Reset IED TX/RX (KB) (time),Today's Total IED TX/RX (KB),Today's Total IED TX/RX (KB) (time),Yesterday's Total IED TX/RX (KB),Yesterday's Total IED TX/RX (KB) (time),Today's Bulk TX/RX (KB),Today's Bulk TX/RX (KB) (time),Yesterday's Bulk TX/RX (KB),Yesterday's Bulk TX/RX (KB) (time),Today's Total TX/RX (KB),Today's Total TX/RX (KB) (time),Yesterday's Total TX/RX (KB),Yesterday's Total TX/RX (KB) (time),Month's Total TX/RX (KB),Month's Total TX/RX (KB) (time),Last Cell Radio Received RSRP,Last Cell Radio Received RSRP (time),Last Cell Radio Received RSRQ,Last Cell Radio Received RSRQ (time),Today's Percent Successful TX (Session 0),Today's Percent Successful TX (Session 0) (time),Today's Percent Successful TX (Session 1),Today's Percent Successful TX (Session 1) (time),Dynamic Memory Bytes Total,Dynamic Memory Bytes Total (time),Dynamic Memory Bytes Used,Dynamic Memory Bytes Used (time),Dynamic Memory Bytes Free,Dynamic Memory Bytes Free (time),Dynamic Memory Number of Blocks,Dynamic Memory Number of Blocks (time),Dynamic Memory Largest Block Size,Dynamic Memory Largest Block Size (time),Line Voltage Present Value (VAC),Line Voltage Present Value (VAC) (time),Line Voltage Maximum Value (VAC),Line Voltage Maximum Value (VAC) (time),Line Voltage Minimum Value (VAC),Line Voltage Minimum Value (VAC) (time),Present Battery State,Present Battery State (time),Last Test Battery Condition,Last Test Battery Condition (time),Battery Test Voltage (VDC),Battery Test Voltage (VDC) (time),Board Temperature (deg C),Board Temperature (deg C) (time),Programmable Math Point 1,Programmable Math Point 1 (time),Programmable Math Point 2,Programmable Math Point 2 (time),Programmable Math Point 3,Programmable Math Point 3 (time),Programmable Math Point 4,Programmable Math Point 4 (time),Programmable Math Point 5,Programmable Math Point 5 (time),Programmable Math Point 6,Programmable Math Point 6 (time),Programmable Math Point 7,Programmable Math Point 7 (time),Programmable Math Point 8,Programmable Math Point 8 (time),Programmable Math Point 9,Programmable Math Point 9 (time),Programmable Math Point 10,Programmable Math Point 10 (time),Flag Count,Flag Count (time),"PV Report Date (MMDD, deprecated)","PV Report Date (MMDD, deprecated) (time)","PV Report Time (HHMM, deprecated)","PV Report Time (HHMM, deprecated) (time)",Report Time (Epoch milliseconds),Report Time (Epoch milliseconds) (time),Inbound Retries,Inbound Retries (time),Inbound SSI,Inbound SSI (time),Outbound SSI,Outbound SSI (time),CommLost Diagnostic,CommLost Diagnostic (time)
47248-0,FlexNet ID: 50530607,Yes,2026-09-09 01:26:39.998,Yes,2026-09-09 01:26:39.998,,,,,Online,2026-09-09 01:26:39.998,Online,2026-09-09 01:26:39.998,,,Normal,2026-09-09 01:26:39.998,Normal,2026-09-09 01:26:39.998,Normal,2026-09-09 01:26:39.998,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:41:42.800,0,2026-09-08 18:42:08.027,50530607,2026-09-08 18:42:08.027,4110005,2026-09-08 18:42:08.027,19.899999619,2026-09-09 01:26:39.998,10.300000191,2026-09-09 01:26:39.998,0,2026-09-09 01:26:39.998,0,2026-09-09 01:26:39.998,19,2026-09-09 01:26:39.998,10,2026-09-09 01:26:39.998,1,2026-09-09 01:26:39.998,1,2026-09-09 01:26:39.998,42,2026-09-09 01:26:39.998,0,2026-09-09 01:26:39.998,0,2026-09-09 01:26:39.998,2,2026-09-09 01:26:39.998,72,2026-09-09 01:26:39.998,,,,,,,100,2026-09-09 01:26:39.998,100,2026-09-09 01:26:39.998,,,,,,,,,,,128.48484802,2026-09-09 01:26:39.998,138.66667175,2026-09-09 01:26:39.998,0,2026-09-09 01:26:39.998,1,2026-09-09 01:26:39.998,1,2026-09-09 01:26:39.998,11.300840378,2026-09-09 01:26:39.998,21.674877167,2026-09-09 07:26:36.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:42.627,9,2026-09-09 08:56:42.627,26,2026-09-09 08:56:42.627,0,2026-09-08 18:41:42.800
47240-0,FlexNet ID: 50530608,Yes,2026-09-09 01:26:36.997,Yes,2026-09-09 01:26:36.997,,,,,Online,2026-09-09 01:26:36.997,Online,2026-09-09 01:26:36.997,,,Normal,2026-09-09 01:26:36.997,Normal,2026-09-09 01:26:36.997,Normal,2026-09-09 01:26:36.997,,,,,,,,,,,,,,,,,,,,,Normal,2026-07-10 09:43:27.938,0,2026-07-10 09:45:03.212,50530608,2026-07-10 09:45:03.212,4110005,2026-07-10 09:45:03.212,31.400001526,2026-09-09 01:26:36.997,25.900001526,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,30,2026-09-09 01:26:36.997,31,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,23,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,32,2026-09-09 01:26:36.997,,,,,,,100,2026-09-09 01:26:36.997,100,2026-09-09 01:26:36.997,,,,,,,,,,,127.12121582,2026-09-09 01:26:36.997,138.66667175,2026-09-09 01:26:36.997,0,2026-09-09 01:26:36.997,1,2026-09-09 01:26:36.997,1,2026-09-09 01:26:36.997,9.4198160172,2026-09-09 01:26:36.997,23.399015427,2026-09-09 07:26:34.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:37.583,27,2026-09-09 08:56:37.583,31,2026-09-09 08:56:37.583,0,2026-07-10 09:43:27.938
47243-0,FlexNet ID: 50530610,Yes,2026-09-09 03:56:31.956,Yes,2026-09-09 03:56:31.956,,,,,Online,2026-09-09 03:56:31.956,Online,2026-09-09 03:56:31.956,,,Normal,2026-09-09 03:56:31.956,Normal,2026-09-09 03:56:31.956,Normal,2026-09-09 03:56:31.956,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:41:36.102,0,2026-09-08 18:41:51.216,50530610,2026-09-08 18:41:51.216,4110005,2026-09-08 18:41:51.216,21.199998856,2026-09-09 03:56:31.956,28.900001526,2026-09-09 03:56:31.956,0,2026-09-09 03:56:31.956,0,2026-09-09 03:56:31.956,24,2026-09-09 03:56:31.956,27,2026-09-09 03:56:31.956,2,2026-09-09 03:56:31.956,2,2026-09-09 03:56:31.956,24,2026-09-09 03:56:31.956,0,2026-09-09 03:56:31.956,0,2026-09-09 03:56:31.956,3,2026-09-09 03:56:31.956,35,2026-09-09 03:56:31.956,,,,,,,100,2026-09-09 03:56:31.956,100,2026-09-09 03:56:31.956,,,,,,,,,,,127.42424011,2026-09-09 03:56:31.956,144.35484314,2026-09-09 03:56:31.956,0,2026-09-09 03:56:31.956,1,2026-09-09 03:56:31.956,1,2026-09-09 03:56:31.956,8.8466911316,2026-09-09 03:56:31.956,23.645320892,2026-09-09 03:56:31.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:35.547,27,2026-09-09 08:56:35.547,20,2026-09-09 08:56:35.547,0,2026-09-08 18:41:36.102
47249-0,FlexNet ID: 50530612,Yes,2026-09-08 17:33:47.294,Yes,2026-09-08 17:33:47.294,,,,,Online,2026-09-08 17:33:47.294,Online,2026-09-08 17:33:47.294,,,Normal,2026-09-08 17:33:47.294,Normal,2026-09-08 17:33:47.294,Normal,2026-09-08 17:33:47.294,,,,,,,,,,,,,,,,,,,,,Normal,2026-03-10 21:13:12.235,0,2026-03-10 21:13:30.312,50530612,2026-03-10 21:13:30.312,4110005,2026-03-10 21:13:30.312,56.299999237,2026-09-08 17:33:47.294,75.5,2026-09-08 17:33:47.294,0,2026-09-08 17:33:47.294,0,2026-09-08 17:33:47.294,60,2026-09-08 17:33:47.294,74,2026-09-08 17:33:47.294,13,2026-09-08 17:33:47.294,13,2026-09-08 17:33:47.294,21,2026-09-08 17:33:47.294,0,2026-09-08 17:33:47.294,0,2026-09-08 17:33:47.294,20,2026-09-08 17:33:47.294,31,2026-09-08 17:33:47.294,,,,,,,100,2026-09-08 17:33:47.294,100,2026-09-08 17:33:47.294,,,,,,,,,,,128.48484802,2026-09-08 17:33:47.294,137.16667175,2026-09-08 17:33:47.294,0,2026-09-08 17:33:47.294,1,2026-09-08 17:33:47.294,1,2026-09-08 17:33:47.294,11.491881371,2026-09-08 17:33:47.294,25.862068176,2026-09-09 05:33:46.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:48:49.487,57,2026-09-09 08:48:49.487,48,2026-09-09 08:48:49.487,0,2026-03-10 21:13:12.235
47472-0,FlexNet ID: 50530723,Yes,2026-09-08 10:16:45.325,Yes,2026-09-08 10:16:45.325,,,,,Online,2026-09-08 10:16:45.325,Online,2026-09-08 10:16:45.325,,,Normal,2026-09-08 10:16:45.325,Normal,2026-09-08 10:16:45.325,Fuse Blown,2026-09-08 10:16:45.325,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-02 10:17:01.460,0,2026-09-02 10:17:09.379,50530723,2026-09-02 10:17:09.379,4110005,2026-09-02 10:17:09.379,45,2026-09-08 10:16:45.325,42.300003052,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,40,2026-09-08 10:16:45.325,41,2026-09-08 10:16:45.325,13,2026-09-08 10:16:45.325,13,2026-09-08 10:16:45.325,29,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,22,2026-09-08 10:16:45.325,48,2026-09-08 10:16:45.325,,,,,,,100,2026-09-08 10:16:45.325,100,2026-09-08 10:16:45.325,,,,,,,,,,,127.12121582,2026-09-08 10:16:45.325,131.06060791,2026-09-08 10:16:45.325,108.59375,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,0,2026-09-08 10:16:45.325,23.399015427,2026-09-09 04:16:47.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:46:45.393,43,2026-09-09 08:46:45.393,36,2026-09-09 08:46:45.393,0,2026-09-02 10:17:01.460
47250-0,FlexNet ID: 50530745,Yes,2026-09-08 15:50:08.435,Yes,2026-09-08 15:50:08.435,,,,,Online,2026-09-08 15:50:08.435,Online,2026-09-08 15:50:08.435,,,Normal,2026-09-08 15:50:08.435,Normal,2026-09-08 15:50:08.435,Normal,2026-09-08 15:50:08.435,,,,,,,,,,,,,,,,,,,,,Normal,2026-05-05 21:16:34.752,0,2026-05-05 21:16:48.777,50530745,2026-05-05 21:16:48.777,4110005,2026-05-05 21:16:48.777,62.599998474,2026-09-08 15:50:08.435,45.700000763,2026-09-08 15:50:08.435,0,2026-09-08 15:50:08.435,0,2026-09-08 15:50:08.435,64,2026-09-08 15:50:08.435,48,2026-09-08 15:50:08.435,12,2026-09-08 15:50:08.435,12,2026-09-08 15:50:08.435,21,2026-09-08 15:50:08.435,0,2026-09-08 15:50:08.435,0,2026-09-08 15:50:08.435,18,2026-09-08 15:50:08.435,30,2026-09-08 15:50:08.435,,,,,,,100,2026-09-08 15:50:08.435,100,2026-09-08 15:50:08.435,,,,,,,,,,,125,2026-09-08 15:50:08.435,130.90908813,2026-09-08 15:50:08.435,80.94594574,2026-09-08 15:50:08.435,1,2026-09-08 15:50:08.435,1,2026-09-08 15:50:08.435,10.933452606,2026-09-08 15:50:08.435,23.152709961,2026-09-09 03:50:05.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:50:03.391,46,2026-09-09 08:50:03.391,63,2026-09-09 08:50:03.391,0,2026-05-05 21:16:34.752
47239-0,FlexNet ID: 50530747,Yes,2026-09-08 15:50:09.948,Yes,2026-09-08 15:50:09.948,,,,,Online,2026-09-08 15:50:09.948,Online,2026-09-08 15:50:09.948,,,Normal,2026-09-08 15:50:09.948,Normal,2026-09-08 15:50:09.948,Normal,2026-09-08 15:50:09.948,,,,,,,,,,,,,,,,,,,,,Normal,2026-05-05 21:35:09.871,0,2026-05-05 21:35:25.861,50530747,2026-05-05 21:35:25.861,4110005,2026-05-05 21:35:25.861,30,2026-09-08 15:50:09.948,32.599998474,2026-09-08 15:50:09.948,0,2026-09-08 15:50:09.948,0,2026-09-08 15:50:09.948,34,2026-09-08 15:50:09.948,38,2026-09-08 15:50:09.948,13,2026-09-08 15:50:09.948,13,2026-09-08 15:50:09.948,19,2026-09-08 15:50:09.948,0,2026-09-08 15:50:09.948,0,2026-09-08 15:50:09.948,19,2026-09-08 15:50:09.948,30,2026-09-08 15:50:09.948,,,,,,,100,2026-09-08 15:50:09.948,100,2026-09-08 15:50:09.948,,,,,,,,,,,124.11764526,2026-09-08 15:50:09.948,129.39393616,2026-09-08 15:50:09.948,72.03704071,2026-09-08 15:50:09.948,1,2026-09-08 15:50:09.948,4,2026-09-08 15:50:09.948,12.27074337,2026-09-08 15:50:09.948,24.384237289,2026-09-09 03:50:10.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:50:05.169,25,2026-09-09 08:50:05.169,26,2026-09-09 08:50:05.169,0,2026-05-05 21:35:09.871
47260-0,FlexNet ID: 50530751,Yes,2026-09-09 03:57:06.950,Yes,2026-09-09 03:57:06.950,,,,,Online,2026-09-09 03:57:06.950,Online,2026-09-09 03:57:06.950,,,Normal,2026-09-09 03:57:06.950,Normal,2026-09-09 03:57:06.950,Fuse Blown,2026-09-09 03:57:06.950,,,,,,,,,,,,,,,,,,,,,Normal,2026-02-02 20:30:34.713,0,2026-08-17 03:57:48.025,50530751,2026-08-17 03:57:48.025,4110005,2026-08-17 03:57:48.025,54.099998474,2026-09-09 03:57:06.950,55.5,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,57,2026-09-09 03:57:06.950,57,2026-09-09 03:57:06.950,3,2026-09-09 03:57:06.950,3,2026-09-09 03:57:06.950,22,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,4,2026-09-09 03:57:06.950,31,2026-09-09 03:57:06.950,,,,,,,100,2026-09-09 03:57:06.950,100,2026-09-09 03:57:06.950,,,,,,,,,,,127.42424011,2026-09-09 03:57:06.950,131.21212769,2026-09-09 03:57:06.950,82.027023315,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,0,2026-09-09 03:57:06.950,24.137931824,2026-09-09 03:57:06.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:57:05.545,54,2026-09-09 08:57:05.545,54,2026-09-09 08:57:05.545,0,2026-02-02 20:30:34.713
47256-0,FlexNet ID: 50530754,Yes,2026-08-20 18:01:32.609,Yes,2026-08-20 18:01:32.609,,,,,Online,2026-08-20 18:01:32.609,Online,2026-08-20 18:01:32.609,,,Normal,2026-08-20 18:01:32.609,AC Voltage Not Present,2026-08-20 18:01:32.609,Normal,2026-08-20 18:01:32.609,,,,,,,,,,,,,,,,,,,,,Alarm,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,50530754,2026-08-20 18:01:32.609,4110005,2026-08-20 18:01:32.609,41.799999237,2026-08-20 18:01:32.609,50.599994659,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,23,2026-08-20 18:01:32.609,57,2026-08-20 18:01:32.609,17,2026-08-20 18:01:32.609,17,2026-08-20 18:01:32.609,21,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,27,2026-08-20 18:01:32.609,33,2026-08-20 18:01:32.609,,,,,,,100,2026-08-20 18:01:32.609,100,2026-08-20 18:01:32.609,,,,,,,,,,,98.54838562,2026-08-20 18:01:32.609,130,2026-08-20 18:01:32.609,0,2026-08-20 18:01:32.609,3,2026-08-20 18:01:32.609,1,2026-08-20 18:01:32.609,10.948147774,2026-08-20 18:01:32.609,32.512313843,2026-08-20 18:01:32.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-08-20 17:45:29.162,50,2026-08-20 17:45:29.162,55,2026-08-20 17:45:29.162,2,2026-08-20 18:01:32.609
47251-0,FlexNet ID: 50530756,Yes,2024-01-31 11:09:17.035,Yes,2024-01-31 11:09:17.035,,,,,Online,2024-01-31 11:09:17.035,Online,2024-01-31 11:09:17.035,,,Normal,2024-01-31 11:09:17.035,Normal,2024-01-31 11:09:17.035,Fuse Blown,2024-01-31 11:09:17.035,,,,,,,,,,,,,,,,,,,,,Alarm,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,50530756,2024-01-31 11:09:17.035,490003,2024-01-31 11:09:17.035,25,2024-01-31 11:09:17.035,26.800001144,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,27,2024-01-31 11:09:17.035,26,2024-01-31 11:09:17.035,106,2024-01-31 11:09:17.035,106,2024-01-31 11:09:17.035,1,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,1,2024-01-31 11:09:17.035,,,,,,,100,2024-01-31 11:09:17.035,100,2024-01-31 11:09:17.035,,,,,,,,,,,128.93939209,2024-01-31 11:09:17.035,133.93939209,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,0,2024-01-31 11:09:17.035,3,2024-01-31 11:09:17.035,11.859269142,2024-01-31 11:09:17.035,7.8817734718,2024-01-31 11:09:17.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2024-01-31 10:53:10.537,27,2024-01-31 10:53:10.537,25,2024-01-31 10:53:10.537,2,2024-01-31 11:09:17.035
47236-0,FlexNet ID: 50530757,Yes,2021-08-11 01:15:52.305,Yes,2021-08-11 01:15:52.305,,,,,Online,2021-08-11 01:15:52.305,Online,2021-08-11 01:15:52.305,,,Normal,2021-08-11 01:15:52.305,Normal,2021-08-11 01:15:52.305,Normal,2021-08-11 01:15:52.305,,,,,,,,,,,,,,,,,,,,,Alarm,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,50530757,2021-08-11 01:15:52.305,3399,2021-08-11 01:15:52.305,27.75,2021-08-11 01:15:52.305,33.25,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,16,2021-08-11 01:15:52.305,33,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,16,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,1,2021-08-11 01:15:52.305,25,2021-08-11 01:15:52.305,,,,,,,100,2021-08-11 01:15:52.305,100,2021-08-11 01:15:52.305,,,,,,,,,,,124.26470947,2021-08-11 01:15:52.305,125.15151215,2021-08-11 01:15:52.305,116.55172729,2021-08-11 01:15:52.305,1,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,0,2021-08-11 01:15:52.305,26.600984573,2021-08-11 01:15:52.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-08-11 01:15:52.305,34,2021-08-11 01:15:52.305,24,2021-08-11 01:15:52.305,2,2021-08-11 01:15:52.305
47241-0,FlexNet ID: 50530759,Yes,2026-09-08 17:43:43.850,Yes,2026-09-08 17:43:43.850,,,,,Online,2026-09-08 17:43:43.850,Online,2026-09-08 17:43:43.850,,,Normal,2026-09-08 17:43:43.850,Normal,2026-09-08 17:43:43.850,Normal,2026-09-08 17:43:43.850,,,,,,,,,,,,,,,,,,,,,Normal,2026-07-12 03:23:08.292,0,2026-07-12 03:23:08.292,50530759,2026-07-12 03:23:08.292,4110005,2026-07-12 03:23:08.292,48.300003052,2026-09-08 17:43:43.850,42.099994659,2026-09-08 17:43:43.850,0,2026-09-08 17:43:43.850,0,2026-09-08 17:43:43.850,65,2026-09-08 17:43:43.850,44,2026-09-08 17:43:43.850,28,2026-09-08 17:43:43.850,28,2026-09-08 17:43:43.850,41,2026-09-08 17:43:43.850,0,2026-09-08 17:43:43.850,0,2026-09-08 17:43:43.850,40,2026-09-08 17:43:43.850,57,2026-09-08 17:43:43.850,,,,,,,100,2026-09-08 17:43:43.850,100,2026-09-08 17:43:43.850,,,,,,,,,,,122.94117737,2026-09-08 17:43:43.850,141.93548584,2026-09-08 17:43:43.850,0,2026-09-08 17:43:43.850,1,2026-09-08 17:43:43.850,4,2026-09-08 17:43:43.850,12.153179169,2026-09-08 17:43:43.850,23.152709961,2026-09-09 05:43:40.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:58:43.322,50,2026-09-09 08:58:43.322,49,2026-09-09 08:58:43.322,0,2026-07-12 03:23:08.292
47255-0,FlexNet ID: 50530761,Yes,2026-07-05 04:42:29.842,Yes,2026-07-05 04:42:29.842,,,,,Online,2026-07-05 04:42:29.842,Online,2026-07-05 04:42:29.842,,,Normal,2026-07-05 04:42:29.842,Normal,2026-07-05 04:42:29.842,Fuse Blown,2026-07-05 04:42:29.842,,,,,,,,,,,,,,,,,,,,,Alarm,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,50530761,2026-07-05 04:42:29.842,490003,2026-07-05 04:42:29.842,9.8999986649,2026-07-05 04:42:29.842,21,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,9,2026-07-05 04:42:29.842,24,2026-07-05 04:42:29.842,17,2026-07-05 04:42:29.842,17,2026-07-05 04:42:29.842,25,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,22,2026-07-05 04:42:29.842,32,2026-07-05 04:42:29.842,,,,,,,100,2026-07-05 04:42:29.842,100,2026-07-05 04:42:29.842,,,,,,,,,,,124.70587921,2026-07-05 04:42:29.842,130.75756836,2026-07-05 04:42:29.842,52.8125,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,0,2026-07-05 04:42:29.842,28.817733765,2026-07-05 04:42:29.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-05 04:26:31.098,16,2026-07-05 04:26:31.098,5,2026-07-05 04:26:31.098,2,2026-07-05 04:42:29.842
47258-0,FlexNet ID: 50530762,Yes,2026-09-08 19:49:13.172,Yes,2026-09-08 19:49:13.172,,,,,Online,2026-09-08 19:49:13.172,Online,2026-09-08 19:49:13.172,,,Normal,2026-09-08 19:49:13.172,Normal,2026-09-08 19:49:13.172,Normal,2026-09-08 19:49:13.172,,,,,,,,,,,,,,,,,,,,,Normal,2026-08-20 19:49:26.481,0,2026-08-20 19:49:36.215,50530762,2026-08-20 19:49:36.215,4110005,2026-08-20 19:49:36.215,49.799999237,2026-09-08 19:49:13.172,39.700000763,2026-09-08 19:49:13.172,0,2026-09-08 19:49:13.172,0,2026-09-08 19:49:13.172,37,2026-09-08 19:49:13.172,39,2026-09-08 19:49:13.172,15,2026-09-08 19:49:13.172,15,2026-09-08 19:49:13.172,17,2026-09-08 19:49:13.172,0,2026-09-08 19:49:13.172,0,2026-09-08 19:49:13.172,23,2026-09-08 19:49:13.172,27,2026-09-08 19:49:13.172,,,,,,,100,2026-09-08 19:49:13.172,100,2026-09-08 19:49:13.172,,,,,,,,,,,123.97058868,2026-09-08 19:49:13.172,130,2026-09-08 19:49:13.172,79.800003052,2026-09-08 19:49:13.172,1,2026-09-08 19:49:13.172,1,2026-09-08 19:49:13.172,11.477186203,2026-09-08 19:49:13.172,23.152709961,2026-09-09 07:49:13.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:49:09.411,42,2026-09-09 08:49:09.411,58,2026-09-09 08:49:09.411,0,2026-08-20 19:49:26.481
47246-0,FlexNet ID: 50530764,Yes,2026-09-09 03:56:32.873,Yes,2026-09-09 03:56:32.873,,,,,Online,2026-09-09 03:56:32.873,Online,2026-09-09 03:56:32.873,,,Normal,2026-09-09 03:56:32.873,Normal,2026-09-09 03:56:32.873,Normal,2026-09-09 03:56:32.873,,,,,,,,,,,,,,,,,,,,,Normal,2026-07-13 12:55:49.408,0,2026-07-13 13:15:06.362,50530764,2026-07-13 13:15:06.362,4110005,2026-07-13 13:15:06.362,24.5,2026-09-09 03:56:32.873,40.299999237,2026-09-09 03:56:32.873,0,2026-09-09 03:56:32.873,0,2026-09-09 03:56:32.873,25,2026-09-09 03:56:32.873,44,2026-09-09 03:56:32.873,2,2026-09-09 03:56:32.873,2,2026-09-09 03:56:32.873,21,2026-09-09 03:56:32.873,0,2026-09-09 03:56:32.873,0,2026-09-09 03:56:32.873,3,2026-09-09 03:56:32.873,30,2026-09-09 03:56:32.873,,,,,,,100,2026-09-09 03:56:32.873,100,2026-09-09 03:56:32.873,,,,,,,,,,,128.33332825,2026-09-09 03:56:32.873,133.93939209,2026-09-09 03:56:32.873,0,2026-09-09 03:56:32.873,1,2026-09-09 03:56:32.873,1,2026-09-09 03:56:32.873,10.713020325,2026-09-09 03:56:32.873,23.645320892,2026-09-09 03:56:30.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:37.062,42,2026-09-09 08:56:37.062,19,2026-09-09 08:56:37.062,0,2026-07-13 12:55:49.408
